Incident,Call Date,Call Time,Location,Nature,Disposition,Report Number,District
2022207522,7/20/22,20:26:53,TARLETON WAY,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-725473,5D1
2022207519,7/20/22,20:23:51,PARHAM CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-725472,5B1
2022206713,7/20/22,7:25:50,LOCUST THORN CT,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,3B3
2022206269,7/19/22,18:56:20,RITCHIE HWY,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,2A1
2022205679,7/19/22,11:40:43,STANDARD DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,5A3
2022205206,7/19/22,2:16:20,FOX DEN LN,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-725259,3B3
2022205164,7/19/22,1:16:16,TRANQUIL CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-725258,5C2
2022205157,7/19/22,1:08:40,EDISON ST,53 - OVERDOSE,33 - ASSIST - PRIMARY 3,,2A1
2022205031,7/18/22,21:41:31,ARUNDEL RD/BEACON POINT DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,3A1
2022204670,7/18/22,14:43:55,LOWELL CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,5D2
2022204577,7/18/22,13:14:04,5TH AVE,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,2A3
2022204506,7/18/22,12:14:39,CRAIN HWY S,53 - OVERDOSE,00 - VOID INCIDENT ENTRY 3,,2D1
2022204356,7/18/22,9:42:26,MOUNT ZION MARLBORO RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-725123,4C1
2022204165,7/18/22,4:07:59,VICTORY AVE,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-725098,2A1
2022204106,7/18/22,1:59:15,ANNAPOLIS RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-725093,5B1
2022204067,7/18/22,0:58:29,BLACK OAK WAY,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-725092,5C3
2022203517,7/17/22,13:00:46,MIDSHIP CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,4A2
2022203390,7/17/22,9:57:13,HERITAGE HILL DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-725028,2B3
2022203095,7/17/22,0:14:02,SHIRLEY MURPHY RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-724994,2D3
2022202786,7/16/22,17:55:27,GRAY DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,3A4
2022202512,7/16/22,12:24:53,CRAIN HWY N/GEORGIA AVE NW,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2C1
2022202309,7/16/22,4:42:58,BRUMMEL RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-724911,3A3
2022201826,7/15/22,18:13:10,BALTIMORE ANNAPOLIS BLVD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-724873,3C1
2022201016,7/14/22,23:36:01,2ND AVE,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-724782,2A3
2022200964,7/14/22,21:58:24,RITCHIE HWY,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-724777,2A2
2022200938,7/14/22,21:19:33,CHURCH ST,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,2A1
2022200191,7/14/22,7:11:29,DELRAY CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,5C3
2022199971,7/13/22,22:38:23,RAYNOR AVE,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-724648,2B2
2022199635,7/13/22,16:06:54,RITCHIE HWY/EARLEIGH HEIGHTS RD W,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,3C2
2022198712,7/12/22,19:56:38,MUNROE CIR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2D1
2022198667,7/12/22,18:58:59,GEORGE CLAUSS BLVD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,5C1
2022198456,7/12/22,14:58:14,CRAIN HWY N,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,2C1
2022197951,7/12/22,4:00:17,RITCHIE HWY,53 - OVERDOSE,40 - SUMMONS/WARRANT SVC 3,2022-724399,2A2
2022197822,7/12/22,0:12:11,NIGHTFALL LN,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-724386,3C1
2022196910,7/11/22,6:48:59,ANDREW CT,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-724281,5A1
2022196460,7/10/22,17:00:40,LAUREL HILL RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,5A2
2022196091,7/10/22,9:47:06,APRIL DAWN WAY,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-724188,5C3
2022195076,7/9/22,1:09:40,KING MALCOLM AVE,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-724067,5C3
2022194395,7/8/22,10:36:21,RIDGE RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,2B1
2022193376,7/7/22,12:21:35,BRIARWOOD PL,53 - OVERDOSE,00 - VOID INCIDENT ENTRY 3,,5A3
2022193366,7/7/22,12:08:09,SUDLERSVILLE SOUTH,53 - OVERDOSE,45 - TOT OTHER DEPARTMENT 3,,5A1
2022191640,7/5/22,18:28:47,FOREST GLEN DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-723657,3A4
2022191442,7/5/22,14:05:31,MEDICAL PKWY,53 - OVERDOSE,00 - VOID INCIDENT ENTRY 3,,4A1
2022191396,7/5/22,12:45:31,RITCHIE HWY/1ST AVE,53 - OVERDOSE,32 - PERIODIC CKS-PRIMARY 3,,2A1
2022191189,7/5/22,8:51:53,BERGER ST,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-723587,5B1
2022190957,7/5/22,0:30:55,OBRECHT RD,53 - OVERDOSE,11 - NARCOTICS - PRIMARY 2,2022-723561,3C2
2022190403,7/4/22,14:49:32,CONTE RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-723509,4C3
2022190373,7/4/22,13:56:28,DIAMOND DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,4C3
2022190372,7/4/22,13:56:16,DIAMOND DR,53 - OVERDOSE,00 - VOID INCIDENT ENTRY 3,,4C3
2022190083,7/4/22,3:19:19,WARWICKSHIRE LN,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-723466,2A2
2022190045,7/4/22,1:50:31,FAYWOOD CT,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-723456,2D3
2022189983,7/4/22,0:16:11,HICKORY HOLLOW DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,2D3
2022189775,7/3/22,21:21:29,CROSS CREEK DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-723436,3B2
2022189658,7/3/22,19:24:25,HOLIDAY CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,4A1
2022189057,7/3/22,2:23:26,BALTIMORE ANNAPOLIS BLVD,53 - OVERDOSE,45 - TOT OTHER DEPARTMENT 3,,2D3
2022188892,7/2/22,22:14:31,STONEY HILL CT,53 - OVERDOSE,45 - TOT OTHER DEPARTMENT 3,,5C3
2022188668,7/2/22,18:21:27,MAPLE LN NW,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,2C1
2022188326,7/2/22,11:08:24,RITCHIE HWY,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2A3
2022187910,7/1/22,22:15:08,PLEASANT PLAINS RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-723253,3D3
2022187843,7/1/22,20:56:32,DAIRY FARM RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-723241,5C3
2022186712,6/30/22,19:34:52,RITCHIE HWY,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-723131,2A3
2022185590,6/29/22,19:29:17,SANDS RD/BURTON RIVER RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-722985,4C1
2022185483,6/29/22,17:35:45,QUIET HOLLOW CT,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-722963,3B2
2022185442,6/29/22,17:04:06,CAMP MEADE RD N,53 - OVERDOSE,00 - VOID INCIDENT ENTRY 3,,2B2
2022183980,6/28/22,10:44:58, CRAIN HWY S,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-722776,2D1
2022183502,6/27/22,22:06:15,MOUNTAIN ESTATE DR/APPALACHIAN DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-722719,3C1
2022183490,6/27/22,21:56:35,WILMER PL,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,4B2
2022183043,6/27/22,13:21:17,BRANDERMILL BLVD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,5C3
2022182864,6/27/22,10:11:30,CIRCLE DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,5D3
2022182567,6/27/22,1:28:32,WARWICKSHIRE LN,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-722592,2A2
2022182365,6/26/22,20:38:26,KENWOOD RD/MEADOW LN,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,3A1
2022182243,6/26/22,18:12:02,CARRERA LN,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,3D1
2022182094,6/26/22,15:23:43,SHADY SIDE RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,4C2
2022182061,6/26/22,14:33:50,ELKWOOD CT,53 - OVERDOSE,23 - DEATH 2,2022-722546,3D3
2022182027,6/26/22,13:38:14,GREENDALE CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-722544,3D2
2022181497,6/25/22,23:01:54,N FOREST TRL,53 - OVERDOSE,24 - ATTMPTSUICIDEPRIMARY 2,2022-722496,5D3
2022181389,6/25/22,21:06:50,LARCH RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-722487,5C1
2022181361,6/25/22,20:35:19,RENARD CT,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-722483,4A1
2022181327,6/25/22,19:48:20,HAVRE DE GRACE DR,53 - OVERDOSE,32 - PERIODIC CKS-PRIMARY 3,,4B3
2022181223,6/25/22,17:58:35,FOREMAST ALY,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-722468,4A2
2022181009,6/25/22,13:56:48,DEFENSE HWY,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-722455,5D1
2022180974,6/25/22,13:10:39,FOREST DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-722449,4A2
2022180454,6/24/22,23:46:48,SECLUDED POST CIR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-722398,3B2
2022180390,6/24/22,22:00:53,PATRICK HENRY DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-722394,2A1
2022180137,6/24/22,15:48:50,8TH ST,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,3A4
2022178323,6/22/22,23:54:16,WOODSIDE RD,53 - OVERDOSE,45 - TOT OTHER DEPARTMENT 3,,4B1
2022177482,6/22/22,9:30:31,GLEN RIDGE CIR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-721985,2C1
2022176598,6/21/22,13:39:45,BALTIMORE ANNAPOLIS BLVD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2B3
2022176473,6/21/22,11:49:27,DEALE CHURCHTON RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,4C3
2022175495,6/20/22,16:09:17,ED PROUT RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-721740,4C1
2022174856,6/20/22,3:29:33,FORT SMALLWOOD RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,3A1
2022174424,6/19/22,17:14:32,WILSON BLVD SW,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-721632,2D1
2022174371,6/19/22,15:59:24,KRAMER CT/CRAINMONT DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-721616,3B1
2022174251,6/19/22,12:59:17,CORK LN,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,3A2
2022173968,6/19/22,2:38:05,CHARTER RD S,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-721565,2B3
2022173396,6/18/22,15:26:51,CORRIDOR MARKETPLACE,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-721517,5A1
2022173286,6/18/22,12:51:48,JENNIFER RD/WEST ST,53 - OVERDOSE,32 - PERIODIC CKS-PRIMARY 3,,4A1
2022172968,6/18/22,4:07:25,OAKLEIGH AVE,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,2B3
2022172857,6/18/22,0:58:20,A ST SW,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-721458,2D1
2022172647,6/17/22,21:02:06,FAIRBANKS CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-721442,5A3
2022172185,6/17/22,14:20:09,OLD ANNAPOLIS RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,5A1
2022172043,6/17/22,12:04:35,HONEYSUCKLE LN,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-721355,5D3
2022171877,6/17/22,9:34:19,SOUTHWOOD RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,3A4
2022171411,6/16/22,21:45:40,LUNA LN,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-721304,3D1
2022171049,6/16/22,16:02:23,KNIGHTSBRIDGE TURN,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,5D1
2022170981,6/16/22,15:07:46,MIRAMAR RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,3A1
2022170563,6/16/22,8:41:07,11TH AVE E,53 - OVERDOSE,32 - PERIODIC CKS-PRIMARY 3,,2A1
2022170515,6/16/22,8:00:50,DALE RD/EASTWAY,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,2D2
2022169893,6/15/22,17:34:35,THOMAS RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-721108,2C2
2022169761,6/15/22,15:31:36,FOXDALE CT,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-721086,5D2
2022169125,6/15/22,0:01:10,LAMPLIGHTER RDG,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-720992,2B3
2022168777,6/14/22,17:52:52,SOLOMONS ISLAND RD/VIRGINIA AVE,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,4B2
2022168766,6/14/22,17:45:39, BAYMEADOW DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-720943,2A2
2022168728,6/14/22,17:12:14,SOLOMONS ISLAND RD/OLD SOUTH RIVER RD,53 - OVERDOSE,32 - PERIODIC CKS-PRIMARY 3,,4A2
2022167866,6/13/22,23:16:33,203RD ST,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,3A2
2022167592,6/13/22,17:51:15,DISNEY AVE,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,2A1
2022166932,6/13/22,7:54:28,RITCHIE HWY,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-720675,2A3
2022166578,6/12/22,20:10:29,OLD PINE CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-720638,3D3
2022165994,6/12/22,8:19:34,RITA DR,53 - OVERDOSE,45 - TOT OTHER DEPARTMENT 3,,5C3
2022165788,6/11/22,23:44:10,BEARDS POINT RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,4B1
2022165744,6/11/22,22:48:04,MONTAUK DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-720541,5D2
2022165706,6/11/22,21:40:49,BERKLEY CT,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,4C1
2022165545,6/11/22,18:12:33,VETERANS HWY,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,3B3
2022165346,6/11/22,14:53:27,SOLOMONS ISLAND RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,4B2
2022165321,6/11/22,14:18:57,GLEN RIDGE CIR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-720486,2C1
2022165290,6/11/22,13:34:43, MAGNOLIA DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-720482,4B3
2022164622,6/10/22,19:02:39,SAINT BARBARA LN,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-720404,5C3
2022164159,6/10/22,12:10:47, E ORDNANCE RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2A2
2022164078,6/10/22,10:36:10,AMERICANA CIR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2D2
2022163561,6/9/22,21:55:16,RITCHIE HWY,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,3C1
2022163359,6/9/22,18:08:01,MOUNTAIN RIDGE CT,53 - OVERDOSE,45 - TOT OTHER DEPARTMENT 3,2022-720242,3B2
2022163324,6/9/22,17:30:28,FAYWOOD AVE,53 - OVERDOSE,23 - DEATH 2,2022-720238,2D3
2022162865,6/9/22,10:38:51,BURLINGTON DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-720174,5C3
2022162496,6/9/22,0:43:23,ABERDEEN DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,5D2
2022162390,6/8/22,20:52:12,OLD DORSEY RD,53 - OVERDOSE,23 - DEATH 2,2022-720115,5A3
2022162025,6/8/22,14:35:40,KINGS RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-720057,3A2
2022161895,6/8/22,12:55:01,RITCHIE HWY/11TH AVE E,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2A1
2022160867,6/7/22,14:25:26,HAMPTON RD,53 - OVERDOSE,11 - NARCOTICS - PRIMARY 2,2022-719934,2B2
2022160866,6/7/22,14:25:20,HAMPTON RD,53 - OVERDOSE,00 - VOID INCIDENT ENTRY 3,,2B2
2022160597,6/7/22,10:10:49,BRANCH LINE RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-719878,5C2
2022160262,6/7/22,0:36:19,RITCHIE HWY,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-719853,3C3
2022160174,6/6/22,22:34:03,MARYDELL AVE,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-719845,3A2
2022160007,6/6/22,18:41:25,MARTHA RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-719821,2D2
2022159974,6/6/22,18:06:24,BROOKWOOD RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,2A1
2022159955,6/6/22,17:48:51,RIVERSIDE DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-719811,4C2
2022159819,6/6/22,15:39:29,HOSPITAL DR,53 - OVERDOSE,45 - TOT OTHER DEPARTMENT 3,,3B2
2022159586,6/6/22,12:04:27,ELIZABETH RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-719745,3A3
2022158901,6/5/22,19:08:21, PATRICK HENRY DR,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-719663,2A1
2022158308,6/5/22,4:13:18, BAY FRONT RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-719606,4C3
2022157684,6/4/22,15:03:38,DEFENSE HWY,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,5D1
2022157612,6/4/22,13:29:33,SHERWOOD TRL,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-719541,4A1
2022157362,6/4/22,6:37:26,VALLEY CREEK RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-719514,5C1
2022157101,6/3/22,22:42:09,N JEROME PKWY,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2D2
2022156794,6/3/22,17:09:14, E SHORE RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-719464,3A2
2022156615,6/3/22,14:35:46,NIGHTFALL LN,53 - OVERDOSE,45 - TOT OTHER DEPARTMENT 3,,3C1
2022156168,6/3/22,8:20:17,CRAIN HWY S,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,5D1
2022156055,6/3/22,5:56:35,COMMUNITY PL,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,5D3
2022155712,6/2/22,19:26:33,BAY DALE CT,53 - OVERDOSE,32 - PERIODIC CKS-PRIMARY 3,,3D2
2022155582,6/2/22,16:22:50,5TH AVE SE,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2D1
2022155549,6/2/22,15:49:40,RITCHIE HWY,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2A2
2022151895,5/30/22,14:22:39,STAR STELLA DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,5C3
2022151737,5/30/22,10:58:22,W ALMONDBURY DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-718790,3A2
2022151387,5/29/22,23:05:39,BALTIMORE ANNAPOLIS BLVD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-718750,2B2
2022151205,5/29/22,19:30:23,FLORIDA PL,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-718729,5C2
2022150961,5/29/22,15:34:18,CRAIN HWY N,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2C1
2022150317,5/28/22,22:51:11,SCRIVNER CT,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,4C3
2022150234,5/28/22,21:06:13,BALTIMORE ANNAPOLIS BLVD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-718634,3C3
2022150096,5/28/22,18:31:02,HOG NECK RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-718608,3A2
2022149209,5/27/22,20:59:33,MARYLAND AVE NW,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-718504,2C1
2022148922,5/27/22,16:30:23,TALL PINES CT,53 - OVERDOSE,00 - VOID INCIDENT ENTRY 3,,3B2
2022148887,5/27/22,16:09:48,RITCHIE HWY/FURNACE BRANCH RD E,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2C2
2022148296,5/27/22,6:35:51,DOVER ST,53 - OVERDOSE,23 - DEATH 2,2022-718387,4C3
2022148276,5/27/22,5:53:51,ELKRIDGE LANDING RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-718383,2B1
2022148017,5/26/22,21:43:38,GENERALS HWY,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,5D3
2022147136,5/26/22,8:56:50,CHESAPEAKE DR,53 - OVERDOSE,45 - TOT OTHER DEPARTMENT 3,,4C3
2022146823,5/26/22,0:42:47,QUIET HOLLOW CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-718204,3B2
2022146564,5/25/22,18:02:43,RITCHIE HWY,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-718159,2A1
2022146090,5/25/22,11:45:27,ROLLING RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-718094,4B2
2022145906,5/25/22,9:08:14,11TH ST,53 - OVERDOSE,00 - VOID INCIDENT ENTRY 3,,3A4
2022145758,5/25/22,7:55:23,RITCHIE HWY,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-718068,2C1
2022145508,5/25/22,1:52:22,HOUSLEY RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,4A1
2022145397,5/24/22,23:31:08,OLD MILL RD,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-718046,3B3
2022145368,5/24/22,22:41:05,N BRUCE ST,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,5A1
2022145270,5/24/22,20:59:20,MOUNTAIN RD,53 - OVERDOSE,45 - TOT OTHER DEPARTMENT 3,,3A4
2022145174,5/24/22,19:11:06,SIGNALMAN CT,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,5C3
2022145143,5/24/22,18:37:21,ARWELL CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,5B2
2022144711,5/24/22,11:48:43,CIRCLE DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,5D3
2022143952,5/23/22,17:50:40,TALL PINES CT,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-717881,3B2
2022143733,5/23/22,15:30:16,SERPENTINE TRL,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-717850,5D3
2022142815,5/22/22,18:35:19,GOVERNORS GATE LN,53 - OVERDOSE,24 - ATTMPTSUICIDEPRIMARY 2,2022-717744,2B2
2022142767,5/22/22,17:27:12,BALTIMORE ANNAPOLIS BLVD,53 - OVERDOSE,45 - TOT OTHER DEPARTMENT 3,,2D3
2022142647,5/22/22,15:29:30,BARBERSVILLE RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-717724,5A1
2022142609,5/22/22,14:30:03,VERNON AVE,53 - OVERDOSE,24 - ATTMPTSUICIDEPRIMARY 2,2022-717721,2B3
2022142496,5/22/22,11:18:42,BROADVIEW BLVD N,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,2B3
2022142350,5/22/22,8:03:58,MUDDY CREEK RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-717682,4C2
2022142141,5/21/22,23:40:59,OLD MILL RD,53 - OVERDOSE,11 - NARCOTICS - PRIMARY 2,2022-717660,3B3
2022141966,5/21/22,20:25:06,FOREST DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,4A2
2022141878,5/21/22,18:42:56,PLEASANTVILLE DR,53 - OVERDOSE,00 - VOID INCIDENT ENTRY 3,,2B3
2022141302,5/21/22,7:37:43,RIDGEWATER CT,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,,2C2
2022139449,5/19/22,15:43:53,PLACID CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,5C2
2022139394,5/19/22,15:01:49,SENECA TER,53 - OVERDOSE,53 - ACCIDENTAL OVERDOSE 3,2022-717319,3C1
2022139359,5/19/22,14:30:25,CHESAPEAKE CENTER CT,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,2C2
2022139289,5/19/22,13:29:44,MOUNTAIN RD,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,3A4
2022138780,5/19/22,5:05:23,PATRICK HENRY DR,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-717251,2A1
2022138403,5/18/22,17:25:25,RITCHIE HWY,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,2022-717210,3C1
2022138144,5/18/22,13:46:56,RITCHIE HWY,53 - OVERDOSE,44 - INJURED/SICK SUBJECT 3,,2A1
